Vehicle Class,Engine Size(L),Cylinders,Transmission,Number of Gear,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
MID-SIZE,2.0,4,M,6,Z,11.4,7.7,9.7,29,227
COMPACT,2.0,4,A,6,Z,9.4,7.2,8.4,34,197
COMPACT,2.0,4,M,6,Z,10.2,7.4,9.0,31,210
MID-SIZE,2.0,4,A,8,Z,10.5,7.6,9.2,31,215
MID-SIZE,2.0,4,M,6,Z,11.3,7.8,9.7,29,228
COMPACT,2.0,4,A,6,Z,9.3,7.3,8.4,34,197
COMPACT,2.0,4,M,6,Z,10.2,7.4,9.0,31,210
MID-SIZE,2.0,4,A,8,Z,10.4,7.6,9.2,31,214
MID-SIZE,2.0,4,M,6,Z,11.4,7.7,9.7,29,227
COMPACT,2.0,4,A,6,Z,9.4,7.2,8.4,34,197
COMPACT,2.0,4,M,6,Z,10.8,7.7,9.4,30,220
MID-SIZE,2.0,4,A,8,Z,10.6,7.8,9.3,30,220
MID-SIZE,2.0,4,M,6,Z,11.3,7.8,9.7,29,228
SUV,1.5,4,A,8,X,9.6,8.9,9.3,30,216
COMPACT,1.2,3,A,,X,6.6,5.6,6.2,46,143
COMPACT,1.2,3,M,5,X,7.1,5.8,6.5,43,151
COMPACT,1.2,3,A,,X,6.9,5.7,6.4,44,148
COMPACT,1.2,3,M,5,X,7.2,5.9,6.6,43,153
SUV,2.4,4,A,6,X,9.9,8.1,9.1,31,212
SUV,3.0,6,A,6,Z,12.0,8.8,10.6,27,246
SUV,2.0,4,A,6,X,9.7,7.8,8.8,32,206
SUV,2.0,4,A,6,X,10.1,8.2,9.2,31,213
SUV,2.4,4,A,6,X,10.3,8.3,9.4,30,218
TWO-SEATER,3.7,6,A,7,Z,12.6,9.3,11.1,25,261
TWO-SEATER,3.7,6,M,6,Z,13.3,9.3,11.5,25,270
TWO-SEATER,3.7,6,A,7,Z,13.0,9.7,11.5,25,271
TWO-SEATER,3.7,6,M,6,Z,13.6,9.7,11.8,24,279
MID-SIZE,2.5,4,A,,X,8.6,6.1,7.4,38,174
MID-SIZE,2.0,4,A,,X,9.1,6.9,8.1,35,190
MID-SIZE,2.5,4,A,,X,8.5,6.3,7.5,38,177
MID-SIZE,2.5,4,A,,X,9.1,6.5,7.9,36,186
MID-SIZE,2.5,4,A,,X,9.3,6.7,8.1,35,190
SUV,5.6,8,A,7,X,17.7,12.9,15.5,18,364
PICKUP TRUCK,2.5,4,A,5,X,13.7,10.7,12.3,23,290
PICKUP TRUCK,4.0,6,A,5,X,14.7,10.3,12.7,22,299
PICKUP TRUCK,4.0,6,A,5,X,15.8,11.5,13.9,20,326
PICKUP TRUCK,4.0,6,M,6,X,15.1,11.5,13.5,21,317
COMPACT,3.8,6,A,6,Z,14.2,10.7,12.6,22,295
MID-SIZE,1.6,4,A,,X,7.7,6.6,7.2,39,169
MID-SIZE,3.5,6,A,7,Z,11.6,7.9,9.9,29,233
COMPACT,1.6,4,A,4,X,9.0,6.8,8.0,35,188
COMPACT,1.6,4,M,5,X,8.7,6.8,7.9,36,186
MID-SIZE,3.5,6,A,7,X,11.7,8.3,10.2,28,240
MID-SIZE,3.5,6,A,7,X,11.7,8.5,10.3,27,242
,2.0,4,A,,X,9.8,8.8,9.3,30,218
SUV,3.5,6,A,,X,11.6,8.5,10.2,28,240
SUV,3.5,6,A,,X,12.1,8.9,10.7,26,250
SUV,3.5,6,A,,X,12.4,9.2,11.0,26,259
,2.0,4,A,7,X,8.6,7.2,8.0,35,188
,2.0,4,M,6,X,10.1,8.1,9.2,31,217
,2.0,4,A,7,X,9.1,7.6,8.4,34,198
SUV,2.5,4,A,,X,9.1,7.1,8.2,34,192
SUV,2.5,4,A,,X,9.6,7.5,8.7,32,204
MID-SIZE,1.8,4,A,,X,8.1,6.3,7.3,39,172
MID-SIZE,1.8,4,M,6,X,8.8,6.6,7.8,36,183
MID-SIZE,1.6,4,A,7,Z,8.9,7.3,8.2,34,193
MID-SIZE,1.6,4,M,6,Z,9.1,7.3,8.3,34,195
MID-SIZE,1.6,4,A,7,Z,9.4,7.8,8.7,32,205
MID-SIZE,1.6,4,M,6,Z,9.5,7.6,8.7,32,204
PICKUP TRUCK,5.6,8,A,7,X,15.0,11.2,13.3,21,312
PICKUP TRUCK,5.6,8,A,7,X,15.2,11.1,13.4,21,315
PICKUP TRUCK,5.6,8,A,7,X,15.9,11.9,14.1,20,331
MID-SIZE,1.6,4,A,,X,7.6,6.2,7.0,40,164
MID-SIZE,1.6,4,M,5,X,8.6,6.6,7.7,37,180
COMPACT,3.0,6,A,7,Z,10.6,8.0,9.4,30,221
COMPACT,3.0,6,M,7,Z,11.8,8.1,10.1,28,237
COMPACT,3.0,6,A,7,Z,10.8,8.3,9.7,29,227
COMPACT,3.0,6,M,7,Z,12.0,8.2,10.3,27,241
COMPACT,3.0,6,A,7,Z,11.5,9.1,10.4,27,243
COMPACT,3.0,6,M,7,Z,13.0,8.9,11.2,25,260
COMPACT,3.0,6,A,7,Z,11.8,9.2,10.7,26,249
COMPACT,3.0,6,M,7,Z,12.7,9.0,11.0,26,258
COMPACT,3.0,6,A,7,Z,10.8,8.3,9.7,29,226
COMPACT,3.0,6,M,7,Z,12.1,8.3,10.3,27,242
COMPACT,3.0,6,A,7,Z,10.8,8.4,9.7,29,228
COMPACT,3.0,6,M,7,Z,12.1,8.3,10.4,27,243
COMPACT,3.0,6,A,7,Z,11.9,9.1,10.6,27,248
COMPACT,3.0,6,M,7,Z,14.6,9.4,12.3,23,286
COMPACT,3.0,6,A,7,Z,10.7,8.3,9.6,29,225
COMPACT,3.0,6,M,7,Z,12.1,8.3,10.4,27,242
COMPACT,3.0,6,A,7,Z,11.0,8.4,9.8,29,230
COMPACT,3.0,6,M,7,Z,12.2,8.5,10.5,27,246
COMPACT,3.0,6,A,7,Z,11.8,9.2,10.6,27,248
COMPACT,3.0,6,M,7,Z,12.8,8.9,11.0,26,257
COMPACT,3.0,6,A,7,Z,11.9,9.3,10.7,26,250
COMPACT,3.0,6,M,7,Z,12.9,9.1,11.2,25,260
COMPACT,3.0,6,A,7,Z,11.1,8.5,9.9,29,232
COMPACT,3.0,6,M,7,Z,12.1,8.4,10.4,27,243
COMPACT,3.0,6,A,7,Z,11.0,8.5,9.9,29,231
COMPACT,3.0,6,M,7,Z,12.2,8.5,10.5,27,246
TWO-SEATER,3.8,6,A,7,Z,15.3,11.2,13.5,21,315
TWO-SEATER,4.0,6,A,7,Z,15.8,11.7,13.9,20,324
TWO-SEATER,4.0,6,M,6,Z,18.0,11.5,15.1,19,352
TWO-SEATER,4.0,6,A,7,Z,16.1,12.2,14.4,20,335
TWO-SEATER,4.0,6,M,6,Z,16.4,11.2,14.1,20,334
TWO-SEATER,4.0,6,M,6,Z,17.4,12.4,15.1,19,350
COMPACT,3.0,6,A,7,Z,10.9,8.4,9.8,29,228
COMPACT,3.0,6,M,7,Z,12.2,8.5,10.5,27,246
COMPACT,3.0,6,A,7,Z,12.1,9.2,10.8,26,251
COMPACT,3.0,6,M,7,Z,13.2,9.2,11.4,25,266
COMPACT,3.0,6,A,7,Z,11.1,8.6,10.0,28,233
COMPACT,3.0,6,M,7,Z,12.2,8.5,10.5,27,246
COMPACT,3.8,6,A,7,Z,12.6,9.9,11.4,25,266
COMPACT,3.8,6,A,7,Z,12.7,9.9,11.4,25,267
COMPACT,3.8,6,A,7,Z,12.6,9.9,11.4,25,266
COMPACT,3.8,6,A,7,Z,12.7,9.9,11.4,25,267
COMPACT,3.8,6,A,7,Z,14.3,10.9,12.7,22,297
TWO-SEATER,2.0,4,A,7,Z,10.5,8.0,9.4,30,219
TWO-SEATER,2.0,4,M,6,Z,11.0,8.3,9.8,29,229
TWO-SEATER,2.5,4,A,7,Z,11.8,9.2,10.6,27,249
TWO-SEATER,2.5,4,M,6,Z,12.3,9.4,11.0,26,257
TWO-SEATER,2.5,4,A,7,Z,11.1,8.4,9.9,29,231
TWO-SEATER,2.5,4,M,6,Z,12.1,9.0,10.7,26,249
SUV,3.0,6,A,8,Z,12.5,10.0,11.4,25,265
SUV,2.9,6,A,8,Z,12.9,10.4,11.8,24,275
SUV,4.0,8,A,8,Z,15.6,12.4,14.1,20,329
TWO-SEATER,2.0,4,A,7,Z,10.5,8.0,9.4,30,219
TWO-SEATER,2.0,4,M,6,Z,11.0,8.3,9.8,29,229
TWO-SEATER,2.5,4,A,7,Z,11.8,9.2,10.6,27,249
TWO-SEATER,2.5,4,M,6,Z,12.3,9.4,11.0,26,257
TWO-SEATER,2.5,4,A,7,Z,11.1,8.4,9.9,29,231
TWO-SEATER,2.5,4,M,6,Z,12.1,9.0,10.7,26,249
SUV,2.0,4,A,7,Z,12.2,10.2,11.3,25,264
SUV,3.0,6,A,7,Z,12.9,10.2,11.7,24,272
FULL-SIZE,3.0,6,A,8,Z,12.4,8.7,10.7,26,250
FULL-SIZE,3.0,6,A,8,Z,12.4,9.0,10.9,26,253
FULL-SIZE,3.0,6,A,8,Z,12.4,9.0,10.9,26,253
FULL-SIZE,3.0,6,A,8,Z,12.2,8.9,10.7,26,250
FULL-SIZE,2.9,6,A,8,Z,13.1,8.9,11.2,25,261
FULL-SIZE,2.9,6,A,8,Z,13.1,8.9,11.2,25,261
FULL-SIZE,2.9,6,A,8,Z,13.1,9.8,11.6,24,273
FULL-SIZE,4.0,8,A,8,Z,14.5,10.2,12.6,22,295
FULL-SIZE,4.0,8,A,8,Z,15.7,10.5,13.4,21,313
FULL-SIZE,4.0,8,A,8,Z,12.8,9.2,11.2,25,261
FULL-SIZE,4.0,8,A,8,Z,12.8,9.2,11.2,25,261
FULL-SIZE,4.0,8,A,8,Z,13.4,10.1,11.9,24,279
PICKUP TRUCK,3.6,6,A,8,X,11.9,9.4,10.8,26,253
PICKUP TRUCK,3.6,6,A,8,X,11.6,9.0,10.4,27,246
PICKUP TRUCK,5.7,8,A,8,X,16.2,10.5,13.6,21,320
PICKUP TRUCK,5.7,8,A,8,X,14.1,10.3,12.4,23,290
PICKUP TRUCK,3.6,6,A,8,X,12.2,9.7,11.1,25,260
PICKUP TRUCK,5.7,8,A,8,X,16.1,11.0,13.8,20,325
PICKUP TRUCK,5.7,8,A,8,X,14.3,11.1,12.9,22,302
PICKUP TRUCK,3.0,6,A,8,D,11.8,8.6,10.4,27,278
PICKUP TRUCK,3.6,6,A,8,X,13.9,9.6,11.9,24,280
PICKUP TRUCK,3.6,6,A,8,E,19.7,13.8,17.0,17,283
PICKUP TRUCK,5.7,8,A,6,X,17.0,12.0,14.8,19,346
PICKUP TRUCK,5.7,8,A,8,X,15.7,11.0,13.6,21,319
PICKUP TRUCK,3.0,6,A,8,D,12.3,8.8,10.8,26,289
PICKUP TRUCK,3.6,6,A,8,X,14.5,10.2,12.6,22,294
PICKUP TRUCK,3.6,6,A,8,E,20.7,14.7,18.0,16,300
PICKUP TRUCK,5.7,8,A,6,X,18.7,13.3,16.3,17,382
PICKUP TRUCK,5.7,8,A,8,X,16.1,11.5,14.0,20,328
,2.4,4,A,9,X,11.2,8.3,9.9,29,232
MID-SIZE,6.7,12,A,8,Z,20.0,11.8,16.3,17,382
COMPACT,6.6,12,A,8,Z,20.3,13.0,17.0,17,397
FULL-SIZE,6.6,12,A,8,Z,20.3,13.0,17.0,17,397
FULL-SIZE,6.6,12,A,8,Z,20.3,13.0,17.0,17,397
FULL-SIZE,6.7,12,A,8,Z,20.0,11.8,16.3,17,382
FULL-SIZE,6.7,12,A,8,Z,20.0,11.8,16.3,17,382
MID-SIZE,6.6,12,A,8,Z,19.6,12.9,16.6,17,388
SUV,2.4,4,A,8,X,11.6,9.0,10.4,27,244
COMPACT,2.0,4,A,6,Z,9.7,7.2,8.6,33,200
COMPACT,2.0,4,M,6,Z,11.2,8.3,9.9,29,231
SUV,2.0,4,A,7,X,8.8,7.2,8.1,35,188
SUV,2.0,4,M,6,X,10.5,8.1,9.4,30,220
SUV,2.5,4,A,7,X,9.0,7.2,8.2,34,192
MID-SIZE,2.0,4,A,7,X,8.3,6.4,7.5,38,174
MID-SIZE,2.0,4,M,5,X,10.1,7.5,8.9,32,209
,2.0,4,A,7,X,8.4,6.6,7.6,37,177
,2.0,4,M,5,X,10.1,7.7,9.0,31,211
MID-SIZE,2.5,4,A,7,X,9.3,7.0,8.2,34,193
MID-SIZE,3.6,6,A,6,X,11.9,8.3,10.3,27,241
SUV,2.5,4,A,7,X,9.4,7.3,8.5,33,198
SUV,3.6,6,A,6,X,12.0,8.7,10.5,27,247
COMPACT,2.0,4,A,8,Z,12.6,9.6,11.2,25,256
COMPACT,2.0,4,M,6,Z,11.3,8.5,10.0,28,235
COMPACT,2.5,4,M,6,Z,14.3,10.7,12.7,22,296
SUV,4.0,6,A,5,X,14.3,11.9,13.2,21,308
SUV,4.0,6,A,5,X,14.3,11.9,13.2,21,308
COMPACT,2.0,4,A,6,Z,9.9,7.3,8.7,32,204
COMPACT,2.0,4,M,6,Z,11.3,8.3,9.9,29,232
MID-SIZE,3.5,6,A,8,X,10.9,7.6,9.4,30,220
MID-SIZE,2.5,4,A,8,X,8.1,5.7,6.9,41,164
MID-SIZE,2.5,4,A,8,X,8.4,6.1,7.4,38,173
MID-SIZE,2.5,4,A,8,X,8.5,6.2,7.5,38,175
MID-SIZE,3.5,6,A,8,X,10.5,7.1,9.0,31,210
MID-SIZE,3.5,6,A,8,X,10.7,7.4,9.2,31,215
MID-SIZE,2.5,4,A,6,X,4.9,4.8,4.9,58,113
MID-SIZE,2.5,4,A,6,X,5.3,5.0,5.1,55,121
COMPACT,2.0,4,A,7,X,8.7,7.5,8.2,34,189
MID-SIZE,1.8,4,A,,X,8.3,6.5,7.5,38,174
MID-SIZE,1.8,4,A,7,X,8.3,6.7,7.6,37,178
MID-SIZE,1.8,4,M,6,X,8.5,6.6,7.6,37,178
MID-SIZE,1.8,4,A,,X,7.8,5.9,6.9,41,163
COMPACT,2.0,4,A,10,X,7.5,5.8,6.7,42,157
COMPACT,2.0,4,M,6,X,8.4,6.3,7.5,38,174
SUV,3.5,6,A,8,X,11.8,8.7,10.3,27,243
SUV,3.5,6,A,8,X,12.1,9.0,10.6,27,250
SUV,3.5,6,A,8,X,12.0,8.9,10.6,27,248
SUV,3.5,6,A,8,X,11.7,8.8,10.4,27,242
SUV,3.5,6,A,6,X,8.1,8.5,8.3,34,193
MID-SIZE,1.8,4,A,,X,4.4,4.6,4.4,64,105
MID-SIZE,1.8,4,A,,X,4.5,4.9,4.7,60,109
COMPACT,1.5,4,A,,X,4.9,5.5,5.1,55,120
SUV,2.5,4,A,8,X,8.8,6.7,7.8,36,183
SUV,2.5,4,A,8,X,9.2,7.1,8.3,34,190
SUV,2.5,4,A,6,X,5.8,6.3,6.0,47,140
SUV,5.7,8,A,6,X,18.4,13.8,16.4,17,384
,3.5,6,A,8,X,12.4,8.9,10.8,26,254
,3.5,6,A,8,X,13.4,9.6,11.7,24,274
PICKUP TRUCK,2.7,4,A,6,X,12.1,10.1,11.2,25,263
PICKUP TRUCK,2.7,4,A,6,X,12.7,10.6,11.7,24,274
PICKUP TRUCK,3.5,6,A,6,X,13.0,10.5,11.9,24,278
PICKUP TRUCK,3.5,6,M,6,X,13.8,11.4,12.7,22,299
PICKUP TRUCK,3.5,6,M,6,X,13.8,11.7,12.9,22,300
PICKUP TRUCK,5.7,8,A,6,X,17.7,13.6,15.9,18,371
PICKUP TRUCK,4.6,8,A,6,X,16.8,13.1,14.9,19,354
PICKUP TRUCK,5.7,8,A,6,X,18.0,14.1,16.3,17,382
COMPACT,1.5,4,A,6,X,7.3,5.8,6.6,43,155
COMPACT,1.5,4,M,6,X,7.8,6.0,6.8,42,164
COMPACT,1.5,4,A,4,X,7.9,6.8,7.4,38,173
COMPACT,1.5,4,M,5,X,7.8,6.5,7.2,39,169
FULL-SIZE,2.0,4,A,8,Z,12.0,8.6,10.4,27,244
SUV,2.0,4,A,8,X,11.6,9.1,10.5,27,245
SUV,3.6,6,A,8,X,13.8,10.2,12.2,23,286
COMPACT,2.0,4,A,6,X,9.0,7.1,8.2,34,191
COMPACT,2.0,4,A,6,X,9.0,7.1,8.2,34,191
COMPACT,2.0,4,A,6,X,9.1,6.9,8.1,35,189
COMPACT,2.0,4,A,6,X,9.1,6.9,8.1,35,189
COMPACT,1.4,4,A,8,X,8.1,6.4,7.4,38,172
COMPACT,1.4,4,M,6,X,8.2,6.3,7.4,38,172
COMPACT,2.0,4,A,7,X,9.6,7.5,8.6,33,202
COMPACT,2.0,4,M,6,X,9.8,7.3,8.7,32,203
COMPACT,2.0,4,A,7,Z,10.2,7.9,9.2,31,213
COMPACT,2.0,4,M,6,Z,11.4,8.2,9.9,29,232
,1.8,4,A,6,X,10.7,8.0,9.4,30,220
,1.8,4,M,6,X,11.1,7.8,9.6,29,225
,1.4,4,A,8,X,8.6,6.5,7.6,37,178
,1.4,4,M,6,X,8.2,6.3,7.4,38,172
,1.8,4,A,6,X,10.8,8.1,9.6,29,224
,1.8,4,M,6,X,10.8,7.6,9.3,30,218
COMPACT,1.4,4,A,8,X,7.8,5.9,7.0,40,162
COMPACT,1.4,4,M,6,X,7.9,5.9,7.0,40,163
COMPACT,2.0,4,A,7,X,9.3,7.2,8.4,34,196
COMPACT,2.0,4,M,6,X,9.6,7.3,8.5,33,200
MID-SIZE,2.0,4,A,6,X,9.3,6.5,8.1,35,188
SUV,2.0,4,A,8,X,10.7,8.0,9.5,30,221
SUV,2.0,4,A,8,X,11.1,8.1,9.8,29,228
COMPACT,2.0,4,A,8,Z,9.9,6.6,8.4,34,197
COMPACT,2.0,4,A,8,Z,11.1,7.3,9.4,30,218
MID-SIZE,2.0,4,A,8,Z,10.6,7.4,9.2,31,215
MID-SIZE,2.0,4,A,8,Z,11.1,7.3,9.4,30,219
,2.0,4,A,8,Z,9.9,6.6,8.4,34,197
,2.0,4,A,8,Z,11.1,7.3,9.4,30,219
,2.0,4,A,8,Z,10.8,7.6,9.3,30,218
MID-SIZE,2.0,4,A,8,Z,11.1,7.3,9.4,30,219
MID-SIZE,2.0,4,A,8,Z,11.6,8.1,10.0,28,233
SUV,2.0,4,A,8,Z,10.3,7.5,9.0,31,211
SUV,2.0,4,A,8,Z,11.3,8.5,10.0,28,233
SUV,2.0,4,A,8,Z,11.8,8.6,10.4,27,242
SUV,2.0,4,A,8,Z,11.3,8.5,10.0,28,233
SUV,2.0,4,A,8,Z,12.1,8.9,10.7,26,250
COMPACT,2.4,4,A,8,Z,9.9,7.0,8.6,33,199
SUV,3.5,6,A,9,Z,12.3,9.2,10.9,26,254
SUV,3.5,6,A,9,Z,12.2,9.5,11.0,26,258
SUV,3.0,6,A,7,Z,9.1,9.0,9.0,31,210
SUV,2.0,4,A,10,Z,11.0,8.6,9.9,29,232
SUV,2.0,4,A,10,Z,11.3,9.1,10.3,27,241
MID-SIZE,3.5,6,A,7,Z,8.4,8.2,8.4,34,196
COMPACT,2.4,4,A,8,Z,10.2,7.4,8.9,32,209
COMPACT,3.5,6,A,9,Z,11.4,7.7,9.8,29,228
COMPACT,3.5,6,A,9,Z,12.0,8.2,10.3,27,240
TWO-SEATER,1.8,4,A,6,Z,9.7,6.9,8.4,34,197
MID-SIZE,2.0,4,A,8,Z,10.0,7.2,8.7,32,205
MID-SIZE,2.0,4,A,8,Z,10.5,7.7,9.2,31,217
MID-SIZE,2.9,6,A,8,Z,13.5,9.3,11.6,24,271
SUV,2.0,4,A,8,Z,10.3,8.1,9.3,30,218
SUV,2.0,4,A,8,Z,10.8,8.3,9.6,29,226
SUV,2.9,6,A,8,Z,13.9,10.3,12.3,23,288
COMPACT,4.0,8,A,8,Z,13.0,9.8,11.5,25,271
COMPACT,5.2,12,A,8,Z,15.5,10.6,13.3,21,312
COMPACT,5.2,12,A,8,Z,16.4,10.7,13.8,20,324
TWO-SEATER,4.0,8,A,8,Z,13.1,9.6,11.5,25,270
TWO-SEATER,4.0,8,M,7,Z,16.7,11.2,14.2,20,333
COMPACT,2.0,4,A,7,X,8.8,6.5,7.8,36,182
COMPACT,2.0,4,A,7,X,10.8,8.0,9.5,30,224
COMPACT,2.0,4,A,7,X,10.8,8.0,9.5,30,224
COMPACT,2.0,4,A,7,Z,10.0,7.3,8.8,32,205
,2.0,4,A,7,Z,10.0,7.4,8.8,32,206
COMPACT,2.0,4,A,7,Z,10.0,7.3,8.8,32,205
COMPACT,2.0,4,A,7,Z,10.0,7.4,8.8,32,206
MID-SIZE,2.0,4,A,7,Z,10.0,7.3,8.8,32,205
MID-SIZE,2.0,4,A,7,Z,9.8,7.4,8.7,32,205
MID-SIZE,3.0,6,A,7,Z,10.9,8.2,9.7,29,226
MID-SIZE,3.0,6,A,7,Z,11.8,9.1,10.6,27,247
MID-SIZE,3.0,6,A,7,Z,10.9,8.2,9.7,29,226
FULL-SIZE,3.0,6,A,8,Z,13.5,8.9,11.5,25,267
FULL-SIZE,4.0,8,A,8,Z,15.4,10.4,13.2,21,308
SUV,2.0,4,A,8,X,12.3,8.6,10.6,27,248
SUV,2.0,4,A,7,Z,10.7,8.4,9.7,29,226
SUV,3.0,6,A,8,Z,13.8,11.4,12.7,22,296
SUV,3.0,6,A,8,Z,13.8,11.4,12.7,22,296
TWO-SEATER,5.2,10,A,7,Z,17.5,11.7,14.9,19,347
TWO-SEATER,5.2,10,A,7,Z,17.5,11.7,14.9,19,347
COMPACT,2.5,5,A,7,Z,12.1,8.4,10.4,27,243
COMPACT,2.0,4,A,7,Z,10.7,8.0,9.5,30,222
COMPACT,3.0,6,A,8,Z,11.8,8.9,10.5,27,245
COMPACT,3.0,6,A,8,Z,11.8,8.9,10.5,27,245
COMPACT,3.0,6,A,8,Z,12.1,9.1,10.8,26,252
MID-SIZE,3.0,6,A,8,Z,11.8,8.9,10.5,27,245
MID-SIZE,2.9,6,A,8,Z,12.9,8.5,10.9,26,255
MID-SIZE,2.9,6,A,8,Z,12.9,8.5,10.9,26,255
FULL-SIZE,4.0,8,A,8,Z,17.6,10.7,14.5,19,339
SUV,3.0,6,A,8,Z,13.1,10.3,11.8,24,276
COMPACT,2.0,4,A,7,X,10.3,7.7,9.1,31,213
TWO-SEATER,2.0,4,A,7,X,10.3,7.7,9.1,31,213
COMPACT,2.5,5,A,7,Z,12.1,8.2,10.3,27,241
COMPACT,2.0,4,A,7,Z,10.4,8.2,9.4,30,220
SUV,4.0,8,A,8,Z,16.4,10.1,13.6,21,315
SUV,6.0,12,A,8,Z,20.0,13.8,17.2,16,401
COMPACT,4.0,8,A,8,Z,15.1,9.1,12.4,23,291
COMPACT,6.0,12,A,8,Z,19.0,11.6,15.7,18,364
COMPACT,4.0,8,A,8,Z,15.1,9.1,12.4,23,291
COMPACT,6.0,12,A,8,Z,19.2,12.2,16.0,18,373
MID-SIZE,6.0,12,A,8,Z,19.2,12.2,16.0,18,373
COMPACT,2.0,4,A,8,Z,10.1,7.0,8.7,32,204
COMPACT,2.0,4,A,8,Z,10.9,7.5,9.4,30,219
COMPACT,2.0,4,A,8,Z,9.5,7.4,8.5,33,200
COMPACT,2.0,4,A,8,Z,10.9,7.5,9.4,30,219
COMPACT,2.0,4,A,8,Z,9.5,6.9,8.3,34,195
COMPACT,2.0,4,A,8,Z,10.6,7.3,9.1,31,213
COMPACT,2.0,4,A,8,Z,10.1,7.0,8.7,32,204
COMPACT,2.0,4,A,8,Z,10.9,7.5,9.4,30,219
COMPACT,2.0,4,A,8,Z,10.9,7.5,9.4,30,219
COMPACT,3.0,6,A,8,Z,12.4,8.5,10.7,26,249
COMPACT,3.0,6,A,8,Z,11.4,8.1,9.9,29,231
COMPACT,3.0,6,A,8,Z,11.4,8.3,10.0,28,233
COMPACT,3.0,6,M,6,Z,13.0,8.5,11.0,26,257
COMPACT,3.0,6,A,8,Z,11.4,8.3,10.0,28,233
MID-SIZE,2.0,4,A,8,Z,9.9,7.5,8.8,32,206
MID-SIZE,3.0,6,A,8,Z,10.7,8.1,9.5,30,222
FULL-SIZE,4.4,8,A,8,Z,14.5,9.9,12.4,23,290
FULL-SIZE,4.4,8,A,8,Z,14.5,9.9,12.4,23,290
FULL-SIZE,4.4,8,A,8,Z,14.5,9.9,12.4,23,290
COMPACT,3.0,6,A,7,Z,14.1,10.3,12.4,23,290
COMPACT,3.0,6,M,6,Z,13.4,9.6,11.7,24,273
COMPACT,3.0,6,A,8,Z,11.4,8.1,9.9,29,231
COMPACT,3.0,6,M,6,Z,12.7,8.8,10.9,26,255
COMPACT,3.0,6,A,8,Z,11.4,8.3,10.0,28,233
COMPACT,3.0,6,A,8,Z,11.4,8.1,9.9,29,231
COMPACT,3.0,6,A,8,Z,11.4,8.1,9.9,29,231
COMPACT,3.0,6,M,6,Z,12.7,8.8,10.9,26,255
COMPACT,3.0,6,M,6,Z,12.7,8.8,10.9,26,255
COMPACT,3.0,6,A,8,Z,11.4,8.3,10.0,28,233
COMPACT,3.0,6,A,8,Z,11.4,8.3,10.0,28,233
COMPACT,3.0,6,A,8,Z,11.4,8.3,10.0,28,233
COMPACT,3.0,6,A,7,Z,14.5,10.5,12.7,22,299
COMPACT,3.0,6,A,7,Z,14.5,10.5,12.7,22,299
COMPACT,3.0,6,M,6,Z,13.8,9.4,11.9,24,280
COMPACT,3.0,6,M,6,Z,13.8,9.4,11.9,24,280
COMPACT,3.0,6,A,7,Z,14.1,10.3,12.4,23,290
COMPACT,3.0,6,A,7,Z,14.1,10.3,12.4,23,290
COMPACT,3.0,6,M,6,Z,13.4,9.6,11.7,24,273
COMPACT,3.0,6,M,6,Z,13.4,9.6,11.7,24,273
COMPACT,3.0,6,A,7,Z,14.1,10.3,12.4,23,290
MID-SIZE,4.4,8,A,8,Z,16.0,11.0,13.8,20,322
MID-SIZE,4.4,8,A,8,Z,16.0,11.0,13.8,20,322
MID-SIZE,4.4,8,A,8,Z,13.6,9.3,11.7,24,273
FULL-SIZE,6.6,12,A,8,Z,17.8,11.9,15.1,19,354
COMPACT,4.4,8,A,8,Z,16.0,11.0,13.8,20,322
COMPACT,4.4,8,A,8,Z,16.0,11.0,13.8,20,322
COMPACT,4.4,8,A,8,Z,16.0,11.0,13.8,20,322
COMPACT,4.4,8,A,8,Z,16.0,11.0,13.8,20,322
MID-SIZE,4.4,8,A,8,Z,16.0,11.0,13.8,20,322
MID-SIZE,4.4,8,A,8,Z,16.0,11.0,13.8,20,322
COMPACT,4.4,8,A,8,Z,14.5,9.9,12.4,23,290
COMPACT,4.4,8,A,8,Z,13.6,9.3,11.7,24,273
MID-SIZE,4.4,8,A,8,Z,14.5,9.9,12.4,23,290
SUV,2.0,4,A,8,Z,10.3,7.7,9.1,31,213
SUV,2.0,4,A,8,Z,9.9,7.6,8.8,32,207
SUV,2.0,4,A,8,Z,10.0,7.8,9.0,31,210
SUV,2.0,4,A,8,Z,10.0,8.2,9.2,31,215
SUV,3.0,6,A,8,Z,16.6,12.1,14.6,19,339
SUV,3.0,6,A,8,Z,16.6,12.1,14.6,19,339
SUV,3.0,6,A,8,Z,11.3,8.7,10.1,28,235
SUV,2.0,4,A,8,Z,10.0,8.2,9.2,31,215
SUV,3.0,6,A,8,Z,16.6,12.1,14.6,19,339
SUV,3.0,6,A,8,Z,16.6,12.1,14.6,19,339
SUV,3.0,6,A,8,Z,11.3,8.7,10.1,28,235
SUV,3.0,6,A,8,Z,11.7,9.1,10.5,27,245
SUV,4.4,8,A,8,Z,14.5,10.7,12.8,22,302
SUV,4.4,8,A,8,Z,14.5,10.7,12.8,22,302
SUV,3.0,6,A,8,Z,11.7,9.1,10.5,27,245
SUV,4.4,8,A,8,Z,14.5,10.7,12.8,22,302
